accelerometer	2.550
accent	4.140
accented	2.900
accents	3.570
accentuate	2.760
accentuated	2.730
accenture	2.710
accept	4.850
acceptability	2.620
acceptable	4.270
acceptance	4.160
accepted	4.670
accepting	4.180
acceptor	2.750
accepts	3.880
access	5.050
accessed	3.890
accesses	2.680
accessibility	3.510
accessible	4.180
accessing	3.480
accession	3.400
accessories	3.950
accessory	3.630
accident	4.710
accidental	3.820
accidentally	4.220
accidently	2.860
accidents	4.160
acclaim	3.290
acclaimed	3.700
acclamation	2.400
acclimated	2.470
accolade	2.820
accolades	3.170
accommodate	4.020
accommodated	3.160
accommodates	2.820
accommodating	3.250
accommodation	4.060
accommodations	3.480
accomodate	2.450
accompanied	4.250
accompanies	3.200
accompaniment	3.220
accompany	3.810
accompanying	3.850
accomplice	3.220
accomplices	3.030
accomplish	4.050
accomplished	4.150
accomplishes	2.850
accomplishing	3.230
accomplishment	3.690
accomplishments	3.750
accord	3.810
accordance	4.130
accorded	3.020
according	5.280
according to	5.280
accordingly	4.020
accordion	3.090
accords	3.140
accosted	2.660
account	5.210
account's	2.480
accountability	3.910
accountable	3.900
accountancy	3.100
accountant	3.760
accountants	3.470
accounted	3.820
accounting	4.290
accounts	4.730
accra	3.040
accreditation	3.540
accredited	3.710
accrediting	2.590
accretion	2.780
accrington	2.450
accrual	2.500
accrue	2.910
accrued	3.140
accruing	2.580
acct	2.650
accumulate	3.480
accumulated	3.700
accumulates	2.880
accumulating	3.230
accumulation	3.590
accumulations	2.540
accumulator	2.700
accuracy	4.240
accurate	4.570
accurately	3.990
accursed	2.640
accusation	3.600
accusations	3.850
accusative	2.510
accuse	3.710
accused	4.460
accuser	2.990
accusers	2.860
accuses	3.420
accusing	3.740
accustom	2.060
accustomed	3.640
accutane	2.420
ace	4.110
aced	2.610
aceh	2.620
acer	3.130
aces	3.390
acetaminophen	2.690
acetate	3.150
acetic	2.650
acetone	2.790
acetyl	2.720
acetylcholine	2.600
acetylene	2.440
acf	2.410
ach	2.950
acharya	2.520
ache	3.430
ached	2.410
aches	3.280
acheson	2.430
achievable	3.210
achieve	4.570
achieved	4.490
achievement	4.360
achievements	4.060
achiever	2.500
achievers	2.720
achieves	3.330
achieving	4.030
achilles	3.470
aching	3.290
achy	2.390
aci	2.590
acid	4.450
acidic	3.340
acidification	2.730
acidity	3.200
acidosis	2.440
acids	3.850
ack	2.870
acker	2.480
ackerman	2.910
acknowledge	4.180
acknowledged	4.080
acknowledgement	3.320
acknowledgements	2.430
acknowledges	3.530
acknowledging	3.650
acknowledgment	3.110
acl	3.370
aclu	3.240
acm	3.140
acme	2.890
acne	3.660
aco	2.600
acolyte	2.410
acolytes	2.530
acorn	3.080
acorns	2.810
acosta	3.040
acoustic	3.980
acoustical	2.590
acoustically	2.430
acoustics	3.100
acp	2.940
acquaint	2.510
acquaintance	3.550
acquaintances	3.400
acquainted	3.510
acquiesce	2.480
acquiesced	2.420
acquiescence	2.470
acquire	4.130
acquired	4.400
acquires	3.290
acquiring	3.800
acquisition	4.260
acquisitions	3.690
acquit	2.580
acquittal	3.040
acquitted	3.440
acr	2.670
acre	3.930
acreage	3.050
acres	4.170
acrimonious	2.550
acrobat	2.720
acrobatic	2.810
acrobatically	1.410
acrobatics	2.750
acrobats	2.510
acronym	3.380
acronyms	2.870
acropolis	2.730
across	5.250
acrylic	3.420
acrylics	2.570
acs	3.130
act	5.300
act's	2.610
acta	2.890
acted	4.280
actin	3.140
acting	4.820
action	5.250
actionable	3.000
actions	4.820
activate	3.760
activated	4.010
activates	3.180
activating	3.260
activation	3.830
activator	2.780
active	4.930
actively	4.230
actives	2.600
activision	2.950
activism	3.670
activist	4.130
activists	4.130
activities	4.910
activity	4.860
acton	2.970
actor	4.650
actor's	2.940
actors	4.400
actress	4.450
actresses	3.490
acts	4.640
actu	2.420
actual	4.850
actuality	3.100
actualization	2.460
actually	5.490
actuarial	2.790
actuaries	2.520
actuary	2.500
actuated	2.560
actuation	2.440
actuator	2.770
actuators	2.720
acu	2.470
acuity	2.810
acumen	2.910
acupuncture	3.040
acura	2.810
acute	4.000
acutely	3.130
acyl	2.480
ad	4.760
ad lib	3.710
ad-lib	3.710
ada	3.710
adage	2.950
adagio	2.500
adair	2.830
adam	4.570
adam's	3.200
adama	2.740
adamant	3.280
adamantly	2.690
adamawa	2.470
adams	4.250
adamson	2.880
adani	2.440
adapt	3.980
adaptability	2.860
adaptable	3.120
adaptation	4.010
adaptations	3.380
adapted	4.170
adapter	3.600
adapters	2.860
adapting	3.500
adaption	2.730
adaptive	3.610
adaptor	2.640
adapts	2.880
adb	2.740
adblock	2.470
adc	3.030
adcock	2.480
add	5.090
addams	2.920
added	5.160
addendum	2.890
adder	2.690
adderall	2.870
addict	3.680
addicted	3.820
addicting	2.820
addiction	4.140
addictions	3.100
addictive	3.610
addicts	3.500
addie	2.740
adding	4.670
addington	2.420
addis	3.090
addison	3.470
addition	5.010
additional	4.980
additionally	4.200
additions	3.800
additive	3.330
additives	3.250
addled	2.560
addo	2.530
addon	2.630
addons	2.460
address	4.910
addressed	4.260
addressee	2.340
addresses	4.130
addressing	4.060
adds	4.380
addy	2.820
ade	2.980
adel	2.790
adela	2.410
adelaide	3.990
adelaide's	2.440
adele	3.450
adele's	2.460
adeline	2.540
adelphi	2.550
adelson	2.430
aden	3.100
adenocarcinoma	2.470
adenosine	2.680
adept	3.330
adequacy	2.850
adequate	4.050
adequately	3.640
adf	2.760
adha	2.420
adhd	3.490
adhere	3.570
adhered	3.120
adherence	3.340
adherent	2.600
adherents	3.130
adheres	2.860
adhering	3.130
adhesion	3.140
adhesions	2.390
adhesive	3.370
adhesives	2.890
adi	3.040
adiabatic	2.400
adidas	3.570
adieu	2.830
adil	2.560
adios	2.680
adipose	2.760
adirondack	2.800
adirondacks	2.390
aditi	2.480
aditya	2.980
adj	2.640
adjacent	4.120
adjective	3.340
adjectives	3.180
adjoin	1.970
adjoining	3.500
adjourn	2.710
adjourned	3.340
adjournment	2.660
adjudged	2.620
adjudicate	2.470
adjudicated	2.540
adjudication	2.760
adjudicator	2.460
adjunct	3.300
adjust	4.070
adjustable	3.600
adjusted	4.110
adjuster	2.680
adjusting	3.710
adjustment	3.880
adjustments	3.820
adjusts	3.030
adjutant	3.120
adjuvant	2.580
adkins	2.770
adl	2.760
adler	3.360
adm	3.180
admin	3.920
administer	3.540
administered	3.960
administering	3.300
administers	3.000
administration	4.930
administration's	3.340
administrations	3.350
administrative	4.450
administratively	2.690
administrator	4.070
administrators	3.850
admins	3.040
admirable	3.480
admirably	2.910
admiral	4.000
admirals	2.770
admiralty	3.440
admiration	3.590
admire	3.970
admired	3.720
admirer	3.190
admirers	3.170
admires	2.960
admiring	3.300
admiringly	2.050
admissible	2.870
admission	4.150
admissions	3.760
admit	4.580
admits	3.940
admittance	2.800
admitted	4.490
admittedly	3.540
admitting	3.800
admixture	2.580
admonished	2.660
admonition	2.510
adn	2.420
adnan	3.140
ado	3.200
adobe	3.530
adolescence	3.360
adolescent	3.580
adolescents	3.530
adolf	3.370
adolfo	2.520
adolph	2.800
adolphe	2.420
adolphus	2.510
adonis	2.900
adopt	4.190
adopted	4.510
adopter	2.580
adopters	2.850
adopting	3.780
adoption	4.170
adoptions	2.820
adoptive	3.220
adopts	3.260
adorable	4.060
adorably	2.410
adoration	3.110
adore	3.700
adored	3.320
adores	2.920
adoring	2.820
adorn	3.010
adorned	3.370
adorning	2.550
adornment	2.470
adorno	2.450
adorns	2.460
adp	3.030
adr	2.840
adrenal	2.990
adrenalin	2.770
adrenaline	3.520
adrenergic	2.440
adress	2.390
adria	2.400
adrian	3.950
adriana	3.070
adriano	2.620
adriatic	2.930
adrien	2.810
adrienne	2.940
adrift	3.060
ads	4.320
adsense	2.680
adsl	2.390
adsorption	2.890
adt	2.490
adulation	2.600
adult	4.800
adulterate	1.650
adulterated	2.410
adulterous	2.540
adultery	3.410
adulthood	3.600
adults	4.590
adv	3.040
advance	4.650
advanced	4.710
advancement	3.810
advancements	3.120
advances	4.080
advancing	3.860
advantage	4.780
advantaged	2.610
advantageous	3.330
advantages	4.100
advent	3.670
adventist	2.790
adventure	4.460
adventurer	3.180
adventurers	3.180
adventures	4.150
adventuring	2.570
adventurous	3.480
adverb	2.550
adverbial	2.130
adverbs	2.600
adversarial	2.840
adversaries	3.210
adversary	3.290
adverse	3.890
adversely	3.270
adversity	3.380
advert	3.460
advertise	3.660
advertised	3.750
advertisement	3.840
advertisements	3.750
advertiser	3.380
advertisers	3.580
advertises	2.770
advertising	4.540
adverts	3.260
advice	4.880
advices	2.760
advil	2.590
advisable	3.260
advise	4.090
advised	4.180
advisement	2.400
adviser	3.940
advisers	3.600
advises	3.430
advising	3.570
advisor	4.010
advisories	2.690
advisors	3.630
advisory	4.180
advocacy	3.900
advocate	4.210
advocated	3.600
advocates	3.950
advocating	3.630
adwords	2.690
ae	3.490
aec	2.810
aed	2.650
aedes	2.470
aeg	2.630
aegean	2.930
aegis	3.060
aegon	2.640
aeneas	2.560
aeon	2.640
aer	2.730
aeration	2.490
aerial	3.910
aerials	2.630
aero	3.330
aerobic	3.190
aerobics	2.750
aerodrome	2.540
aerodynamic	3.190
aerodynamics	2.930
aeronautical	3.090
aeronautics	3.100
aeroplane	3.180
aeroplanes	2.780
aerosmith	2.780
aerosol	3.030
aerosols	2.700
aerospace	3.730
aes	3.000
aesop	2.530
aest	2.640
aesthetic	4.020
aesthetically	3.190
aesthetics	3.590
aether	2.740
aetna	2.860
aew	2.570
af	3.970
afa	2.580
afar	3.350
afb	3.020
afc	3.700
afd	2.750
aff	2.940
affable	2.660
affair	4.300
affaires	2.680
affairs	4.670
affect	4.590
affectation	2.290
affected	4.640
affecting	4.070
affection	3.920
affectionate	3.350
affectionately	3.110
affections	3.070
affective	3.000
affects	4.160
affidavit	3.380
affidavits	2.650
affiliate	3.990
affiliated	3.960
affiliates	3.600
affiliation	3.630
affiliations	3.130
affine	2.430
affinities	2.690
affinity	3.610
affirm	3.200
affirmation	3.240
affirmations	2.780
affirmative	3.570
affirmed	3.360
affirming	3.150
affirms	2.960
affix	2.630
affixed	2.940
affleck	3.230
afflict	2.430
afflicted	3.290
affliction	3.110
afflictions	2.590
affluence	2.740
affluent	3.370
afford	4.570
affordability	3.160
affordable	4.220
afforded	3.460
affording	2.760
affords	3.050
affront	2.890
afghan	3.830
afghani	2.480
afghanistan	4.230
afghanistan's	2.670
afghans	2.960
afi	2.720
aficionado	2.570
aficionados	2.660
afield	3.000
afire	2.460
afl	3.800
aflame	2.460
afloat	3.330
afm	2.610
afoot	2.890
afore	2.420
aforementioned	3.540
aforesaid	2.600
afoul	2.630
afp	3.350
afr	2.650
afraid	4.700
afresh	2.780
africa	4.920
africa's	3.480
african	4.820
africans	3.770
afridi	2.600
afrika	2.550
afrikaans	2.810
afrikaner	2.470
afrique	2.450
afro	3.430
afs	2.560
aft	3.390
after	6.110
afterall	2.590
aftercare	2.540
afterglow	2.640
afterlife	3.360
aftermarket	3.030
aftermath	3.900
afternoon	4.720
afternoon's	2.480
afternoons	3.270
afterschool	2.450
aftershave	2.560
aftershock	2.580
aftershocks	2.490
aftertaste	2.680
afterthought	2.880
afterward	3.830
afterwards	4.420
afterword	2.400
afzal	2.420
ag	3.950
aga	3.080
again	5.700
against	5.680
agamemnon	2.690
agape	2.650
agar	3.020
agarwal	2.610
agassi	2.490
agassiz	2.490
agate	2.810
agatha	3.160
agave	2.740
age	5.320
aged	4.500
agee	2.430
ageing	3.440
ageism	2.400
ageless	2.690
agen	2.460
agence	2.580
agencies	4.540
agency	4.870
agency's	3.230
agenda	4.300
agendas	3.270
agent	4.810
agent's	2.850
agents	4.550
ages	4.530
aggie	2.850
aggies	2.840
agglomeration	2.530
aggravate	2.800
aggravated	3.470
aggravating	3.120
aggravation	2.760
aggregate	3.940
aggregated	3.040
aggregates	3.070
aggregating	2.590
aggregation	3.250
aggregator	2.760
aggression	3.900
aggressive	4.320
aggressively	3.630
aggressiveness	2.860
aggressor	3.010
aggressors	2.660
aggrieved	2.900
aggro	2.460
agh	2.650
agha	2.520
aghast	2.640
agi	2.730
agile	3.410
agility	3.330
aging	4.040
agitate	2.640
agitated	3.350
agitating	2.670
agitation	3.190
agitator	2.590
agitators	2.690
agl	2.610
agm	3.010
agnes	3.570
agnew	2.840
agni	2.540
agnieszka	2.470
agnostic	3.020
ago	5.420
agonise	1.430
agonist	2.830
agonists	2.690
agonize	2.140
agonizing	2.990
agony	3.600
agora	2.720
agostino	2.500
agr	2.600
agra	2.930
agrarian	3.200
agrawal	2.400
agree	4.970
agreeable	3.190
agreed	4.840
agreeing	3.830
agreement	4.880
agreements	4.120
agrees	4.080
agri	2.890
agribusiness	2.770
agricola	2.480
agricultural	4.340
agriculture	4.370
agrippa	2.540
agro	2.960
agronomy	2.430
aground	2.830
ags	2.640
agt	2.550
agua	2.760
aguero	3.110
aguilar	2.940
aguilera	2.950
aguirre	2.770
agustin	2.480
ah	4.630
aha	3.560
ahab	2.690
ahah	2.420
ahaha	2.620
ahahaha	2.400
ahead	5.010
ahem	3.250
ahern	2.430
ahh	3.860
ahhh	3.470
ahhhh	2.930
ahhhhh	2.540
ahi	2.400
ahl	3.090
ahmad	3.640
ahmadi	2.600
ahmadinejad	2.630
ahmed	3.830
ahmedabad	3.080
ahmet	2.850
ahn	3.070
ahold	2.860
ahoy	2.730
ahs	2.780
ahsoka	2.520
ai	4.230
aia	2.800
aib	2.400
aic	2.430
aid	4.750
aida	2.880
aidan	3.270
aide	3.690
aided	3.740
aiden	3.060
aides	3.410
aiding	3.440
aids	4.250
aig	2.770
aight	2.640
aii	2.470
aiken	3.080
aikido	2.670
aikman	2.450
aiko	2.560
aileen	2.670
ailes	2.650
ailing	3.080
ailment	2.980
ailments	3.220
ails	2.480
aim	4.510
aime	2.820
aimed	4.250
aimee	2.990
aiming	3.890
aimless	2.650
aimlessly	2.820
aims	4.210
ain	3.460
ain't	4.880
ainsley	2.420
ainslie	2.510
ainsworth	2.760
aint	3.340
aintree	2.520
aip	2.490
aipac	2.450
air	5.370
air conditioning	3.880
air force	4.990
air's	2.400
airasia	2.460
airbag	2.880
airbags	2.940
airbase	2.800
airbender	2.620
airbnb	3.320
airborne	3.670
airbrush	2.660
airbrushed	2.440
airbus	3.330
aircraft	4.640
aircraft's	2.800
aircrafts	2.480
aircrew	2.500
airdrie	2.500
airdrop	2.560
aire	2.620
aired	3.850
aires	3.550
airfare	2.830
airfield	3.290
airfields	2.700
airflow	3.080
airfoil	2.410
airforce	2.760
airframe	2.690
airing	3.580
airlift	2.870
airlifted	2.600
airline	4.040
airline's	2.720
airliner	3.070
airliners	2.710
airlines	4.190
airlock	2.630
airmail	2.500
airman	2.880
airmen	3.020
airplane	3.920
airplanes	3.510
airplay	2.850
airpods	2.700
airport	4.840
airport's	2.740
airports	3.930
airs	3.510
airship	2.880
airships	2.520
airshow	2.580
airsoft	2.660
airspace	3.280
airspeed	2.610
airstream	2.390
airstrike	2.980
airstrikes	3.150
airstrip	2.810
airtel	2.680
airtight	2.950
airtime	2.960
airwaves	2.980
airway	3.190
airways	3.720
airy	3.200
ais	3.060
aish	2.480
aisha	3.020
aishwarya	2.480
aisle	3.720
aisles	3.150
ait	2.760
aitken	2.870
aix	2.730
aj	3.590
aja	2.770
ajar	2.570
ajax	3.480
ajay	3.050
ajit	2.700
ak	3.730
ak00	2.500
aka	4.150
akali	2.460
akan	2.450
akane	2.450
akash	2.390
akbar	3.290
ake	2.610
akers	2.510
akhtar	2.650
aki	2.880
akin	3.700
akira	3.200
akita	2.490
ako	2.730
akon	2.490
akp	2.690
akram	2.560
akron	3.350
aks	2.480
akshay	2.670
aku	2.710
al	5.160
al's	2.540
ala	3.530
alabama	4.260
alabama's	2.750
alabaster	2.710
aladdin	3.160
alain	3.230
alam	3.100
alameda	3.020
alamo	3.080
alamos	2.860
alan	4.450
alan's	2.600
alana	2.860
alanine	2.510
alanis	2.520
alaric	2.530
alarm	4.280
alarm clock	4.050
alarmed	3.480
alarming	3.530
alarmingly	2.660
alarmist	2.560
alarms	3.570
alas	3.670
alasdair	2.650
alaska	4.190
alaska's	2.700
alaskan	3.200
alastair	3.060
alb	2.620
alba	3.330
alban	2.640
albania	3.350
albanian	3.250
albanians	2.810
albans	2.950
albany	3.810
albatross	2.900
albedo	2.590
albee	2.460
albeit	3.910
albemarle	2.790
albert	4.240
albert's	2.510
alberta	3.860
alberta's	2.640
alberto	3.470
albin	2.390
albino	3.050
albion	3.390
albrecht	2.850
albright	2.940
album	5.020
album's	2.970
albumin	2.580
albums	4.190
albuquerque	3.500
albury	2.570
albus	2.610
alc	2.550
alcantara	2.450
alcatel	2.630
alcatraz	2.790
alchemical	2.500
alchemist	3.070
alchemists	2.530
alchemy	3.210
alcoa	2.670
alcohol	4.610
alcoholic	3.910
alcoholics	3.180
alcoholism	3.450
alcohols	2.800
alcorn	2.390
alcott	2.590
alcove	2.620
ald	2.680
aldean	2.410
aldehyde	2.450
alden	3.170
alder	2.970
alderman	3.160
aldermen	2.760
aldershot	2.720
alderson	2.640
aldi	2.960
aldo	3.170
aldous	2.650
aldrich	3.000
aldridge	3.000
aldrin	2.650
ale	3.680
alec	3.650
alegre	2.690
alejandro	3.280
aleksandar	2.600
aleksandr	2.770
alena	2.420
alene	2.570
aleph	2.390
aleppo	3.560
alert	4.330
alerted	3.320
alerting	2.980
alertness	2.750
alerts	3.560
ales	2.860
alessandra	2.690
alessandro	3.190
aleutian	2.500
alex	4.620
alex's	3.050
alexa	3.520
alexander	4.400
alexander's	2.860
alexandra	3.530
alexandre	3.070
alexandria	3.770
alexandrian	2.430
alexei	3.130
alexey	2.740
alexi	2.450
alexia	2.500
alexis	3.740
alf	3.100
alfa	3.070
alfalfa	2.820
alfie	3.200
alfonso	3.190
alford	2.910
alfred	3.990
alfredo	3.270
algae	3.540
algal	2.690
algarve	2.720
algebra	3.770
algebraic	3.190
algebras	2.740
alger	2.620
algeria	3.620
algerian	3.260
algernon	2.580
algiers	3.020
algo	2.550
algonquin	2.660
algorithm	4.020
algorithmic	2.770
algorithms	3.810
alhaji	2.430
alhambra	2.740
ali	4.310
ali's	3.020
alia	3.120
alias	3.460
aliases	2.840
aliasing	2.460
alibaba	2.960
alibi	3.100
alicante	2.630
alice	4.260
alice's	2.960
alicia	3.640
alien	4.290
alienate	3.030
alienated	3.290
alienating	3.000
alienation	3.160
aliens	4.030
aliexpress	2.650
alight	3.000
align	3.630
aligned	3.800
aligning	3.020
alignment	3.780
alignments	2.770
aligns	2.880
alike	4.130
alimony	3.090
alina	2.900
aline	2.580
aliphatic	2.440
alisa	2.690
alisha	2.590
alison	3.760
alissa	2.530
alistair	3.250
alito	2.410
alive	4.760
alix	2.530
aliyah	2.400
aliyev	2.420
alk	2.410
alka	2.430
alkali	2.940
alkaline	3.250
alkaloid	2.440
alkaloids	2.670
alkyl	2.810
all	6.520
all right	5.850
all's	2.950
all-encompassing	3.350
alla	2.890
allah	3.890
allah's	2.790
allahabad	2.780
allahu	2.670
allan	3.800
allard	2.520
allardyce	2.550
allay	2.690
alle	2.810
allegany	2.430
allegation	3.500
allegations	4.080
allege	3.180
alleged	4.370
allegedly	4.060
alleges	3.320
allegheny	3.090
allegiance	3.690
allegiances	2.650
alleging	3.470
allegorical	2.860
allegory	3.070
allegra	2.570
allegri	2.500
allegro	2.710
allele	2.910
alleles	2.820
alleluia	2.460
allen	4.380
allen's	3.090
allenby	2.510
allende	2.720
allentown	2.840
allergen	2.630
allergens	2.710
allergic	3.780
allergies	3.630
allergy	3.600
alles	2.440
alleviate	3.520
alleviated	2.680
alleviating	2.770
alleviation	2.630
alley	3.870
alleys	3.060
alleyway	2.750
